#V3.30.01.05-trans
#_SS-V3.30.01.05-trans;_2017_01_13;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.2
#_SS-V3.30.01.05-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.01.05-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jan 31 09:42:17 2017
#_Number_of_datafiles: 2
#_observed data:
#V3.30.01.05-trans
1889 #_styr
2016 #_endyr
1 #_nseas
12 #_months/season
2 #_N_subseasons(even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_N_areas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
#north fishery
1	-1	1	1	0	1_N_TRAWL	#
1	-1	1	1	0	2_N_FIX	# this is the OR nearshore index
1	-1	1	2	0	3_WA_REC	#
1	-1	1	1	0	4_OR_REC	#
#North survey
3	0.5	1	1	0	5_N_TRI_Early	#
3	0.5	1	1	0	6_N_TRI_Late	#
3	0.5	1	1	0	7_N_NWFSC	#
#research studies
#Lam study
3 0.5  1 1 0 8_N_Lam_Research  #
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
#Year	Season	Fleet	Catch	Catch_se
#commercial fleets
2012	7	7	1	0	1	28	28	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	32	32	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	34	34	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	36	36	8	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	38	38	6	0	16.66666667	83.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66666667	83.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	40	40	8	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	42	42	3	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	46	46	2	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	48	48	5	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	50	50	2	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	52	52	5	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	54	54	8	0	0	12.5	75	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	75	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	56	56	10	0	0	0	70	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	20	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	58	58	12	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	60	60	12	0	0	0	33.33333333	50	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	50	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	62	62	4	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	64	64	5	0	0	0	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	66	66	6	0	0	0	0	33.33333333	33.33333333	16.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	33.33333333	16.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	70	70	4	0	0	0	0	25	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	72	72	4	0	0	0	0	0	25	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	74	74	1	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	78	78	2	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	80	80	3	0	0	0	0	0	33.33333333	33.33333333	0	0	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	33.33333333	0	0	0	0	33.33333333	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	82	82	3	0	0	0	0	0	0	66.66666667	0	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	0	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	84	84	3	0	0	0	0	0	0	0	33.33333333	0	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	88	88	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	90	90	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	92	92	1	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	94	94	1	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
2012	7	7	1	0	1	98	98	1	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	16	16	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	18	18	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	20	20	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	26	26	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	28	28	4	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	30	30	4	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	34	34	2	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	38	38	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	40	40	3	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	42	42	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	44	44	3	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	46	46	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	48	48	1	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	50	50	5	0	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	52	52	3	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	54	54	2	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	56	56	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	58	58	2	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	60	60	2	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	62	62	5	0	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	64	64	4	0	0	0	25	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	50	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	66	66	11	0	0	0	18.18181818	54.54545455	9.090909091	9.090909091	9.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.18181818	54.54545455	9.090909091	9.090909091	9.090909091	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	68	68	12	0	0	0	8.333333333	50	41.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.333333333	50	41.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	70	70	3	0	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	72	72	5	0	0	0	0	20	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	60	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	74	74	3	0	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	33.33333333	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	76	76	2	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	78	78	2	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	80	80	5	0	0	0	0	0	0	80	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	82	82	1	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	84	84	4	0	0	0	0	0	0	25	25	0	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	0	25	25	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	86	86	1	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	88	88	2	0	0	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	50	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	92	92	2	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
2013	7	7	1	0	1	94	94	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
2013	7	7	1	0	1	98	98	2	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	26	26	5.2	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	28	28	3.6	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	30	30	4	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	32	32	6	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	34	34	9	0	77.77777778	22.22222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.77777778	22.22222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	36	36	3	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	44	44	2	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	46	46	3	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	48	48	3	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	50	50	2	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	52	52	2	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	54	54	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	56	56	4	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	58	58	1	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	60	60	3	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	62	62	2	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	64	64	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	66	66	3	0	0	0	33.33333333	0	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	68	68	8	0	0	0	12.5	37.5	37.5	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	37.5	37.5	12.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	70	70	7	0	0	0	0	71.42857143	14.28571429	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.42857143	14.28571429	14.28571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	72	72	7	0	0	0	14.28571429	14.28571429	42.85714286	28.57142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.28571429	14.28571429	42.85714286	28.57142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	74	74	18	0	0	0	0	5.555555556	61.11111111	22.22222222	5.555555556	5.555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.555555556	61.11111111	22.22222222	5.555555556	5.555555556	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	76	76	1	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	78	78	4	0	0	0	0	25	0	25	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	25	50	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	82	82	2	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	84	84	1	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	86	86	3	0	0	0	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	88	88	3	0	0	0	0	0	33.33333333	0	0	33.33333333	0	0	0	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	0	0	33.33333333	0	0	0	33.33333333	0	0	0	0	0	0	0	0
2014	7	7	1	0	1	90	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
2014	7	7	1	0	1	98	98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
2015	7	7	1	0	1	100	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
2015	7	7	1	0	1	18	18	0.6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	22	22	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	30	30	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	32	32	2	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	38	38	4	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	40	40	6	0	16.66666667	83.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66666667	83.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	42	42	4	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	44	44	6	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	46	46	3	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	48	48	9	0	0	88.88888889	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.88888889	11.11111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	50	50	4	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	52	52	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	54	54	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	56	56	3	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66.66666667	33.33333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	58	58	2	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	60	60	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	62	62	4	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	64	64	2	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	66	66	2	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	68	68	5	0	0	0	20	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	70	70	5	0	0	0	0	40	0	40	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	20	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	72	72	3	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.33333333	66.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	74	74	6	0	0	0	16.66666667	33.33333333	16.66666667	16.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.66666667	33.33333333	16.66666667	16.66666667	16.66666667	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	7	1	0	1	76	76	10	0	0	0	0	30	40	20	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	40	20	0	10	0	0	0	0	0	0	0	0	0	0	0	0
